hhid14_9,age,marstat,sex,pidlink,dl01f,dl06,sw00,sw01,sw03,tk01a,tr11,kk01,kr03,female,fo01
004140006,27,2,1,004140006,D,3,2,2,4,1,4,2,0,0,2
004140007,24,1,3,004140007,D,4,3,3,4,0,3,3,0,1,1
004140005,23,2,3,004140011,D,3,3,2,3,1,3,3,1,1,1
004144100,33,2,3,004144102,D,3,3,3,4,1,4,3,0,1,1
004150000,46,2,1,004150003,D,4,5,2,3,1,3,3,1,0,1
004150000,47,2,3,004150004,D,4,3,4,5,1,4,2,1,1,1
004150005,20,1,3,004150005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
004150007,16,1,3,004150007,D,3,3,3,4,0,2,3,0,1,1
004160000,48,2,1,004160001,D,4,4,1,5,1,4,4,1,0,4
004160000,50,2,3,004160002,D,3,2,3,4,0,3,2,1,1,1
004160003,26,1,1,004160003,D,4,3,3,6,1,4,4,0,0,3
004160004,25,1,3,004160004,D,4,3,4,6,1,3,4,0,1,2
004160005,21,1,1,004160005,D,4,2,3,5,1,4,4,0,0,2
004170000,73,2,1,004170004,D,4,2,3,NA,0,3,2,1,0,NA
004170000,63,2,3,004170005,D,3,3,3,3,0,3,2,1,1,0
004170000,40,1,1,004170006,,4,NA,NA,NA,1,NA,3,1,0,NA
004170000,26,1,3,004170007,,4,NA,NA,NA,1,NA,3,1,1,NA
004180000,51,5,1,004180001,,NA,NA,NA,NA,1,NA,2,1,0,NA
004194100,59,5,3,004190002,D,2,3,1,5,0,3,3,0,1,4
004194100,29,2,1,004190003,D,3,3,2,4,1,3,3,0,0,2
004194100,27,2,3,004194102,D,3,3,3,NA,0,3,3,0,1,NA
004200000,48,2,1,004200001,D,3,2,2,2,1,3,3,0,0,0
004200000,45,2,3,004200002,D,1,3,2,3,1,3,2,0,1,1
004204100,22,1,3,004200003,D,4,4,2,4,0,3,3,0,1,2
004204100,22,1,1,004200004,D,4,3,3,4,0,3,3,0,0,1
004220000,66,5,1,004220001,D,3,3,2,4,1,4,3,1,0,2
004220003,36,2,1,004220003,D,3,3,3,4,1,3,3,0,0,1
004220000,33,1,3,004220004,D,3,3,2,4,1,2,1,1,1,2
004224200,28,2,3,004220006,D,2,3,2,3,1,3,3,1,1,1
004220003,35,2,3,004225102,D,3,2,4,5,1,2,3,0,1,1
004230000,68,2,1,004230001,D,1,3,3,2,1,3,2,1,0,-1
004230000,69,2,3,004230002,D,1,2,2,3,1,3,4,1,1,1
004232100,32,2,3,004230003,D,3,4,2,5,0,3,3,1,1,3
004232100,36,2,1,004232102,D,3,4,3,5,1,3,3,1,0,2
004240000,64,2,1,004240001,D,1,4,2,2,1,4,2,1,0,0
004240000,63,2,3,004240002,D,1,2,3,3,1,3,2,1,1,0
004242200,34,2,3,004240004,D,3,4,2,3,1,4,3,1,1,1
004240000,28,1,1,004240006,D,3,4,1,5,1,4,4,1,0,4
004242200,37,2,1,004242202,D,3,4,2,3,1,3,3,1,0,1
004250000,74,5,1,004250001,D,2,4,1,1,1,3,1,1,0,0
004253100,40,2,1,004250003,D,2,4,3,4,1,3,4,0,0,1
004253100,40,2,3,004253102,D,3,4,1,2,1,4,4,0,1,1
004264100,56,5,3,004260002,D,1,2,1,1,0,3,2,1,1,0
004264200,35,2,1,004260005,D,1,3,3,3,1,3,3,1,0,0
004260000,32,2,1,004260006,D,2,4,1,1,1,3,2,0,0,0
004264100,20,1,1,004260008,D,3,2,3,5,1,3,3,1,0,2
004260000,24,2,3,004260015,D,3,4,2,3,0,3,2,0,1,1
004264200,32,2,3,004264202,D,1,3,2,3,1,3,3,1,1,1
004274100,44,2,1,004270001,D,1,2,2,3,0,3,1,1,0,1
004270000,22,1,1,004270004,,0,NA,NA,NA,0,NA,2,0,0,NA
004274100,18,1,1,004270006,D,3,2,3,5,0,2,3,1,0,2
004274100,16,1,1,004274103,D,2,2,2,5,0,3,3,1,0,3
004274100,37,2,3,004274105,D,2,1,3,3,1,3,2,1,1,0
004280000,80,5,1,004280001,,1,NA,NA,NA,0,NA,1,1,0,NA
004280000,33,1,3,004280004,D,2,3,3,3,1,4,2,1,1,0
004280007,15,1,3,004280007,D,3,4,3,5,0,3,3,0,1,2
004290000,64,2,1,004290001,D,1,2,3,3,1,3,2,1,0,0
004290000,60,2,3,004290002,D,1,3,3,3,1,4,3,1,1,0
004290000,32,1,3,004290004,D,3,3,2,3,0,3,3,1,1,1
004290005,30,2,1,004290005,,3,NA,NA,NA,1,NA,3,0,0,NA
004290005,22,2,3,004295102,D,4,3,4,5,0,2,3,0,1,1
004302200,40,2,3,004300005,D,3,3,3,4,1,3,3,0,1,1
004302200,52,2,1,004302201,,3,NA,NA,NA,1,NA,3,0,0,NA
004302200,15,1,3,004302205,D,3,4,3,4,0,3,4,0,1,1
005010000,87,5,3,005010002,,0,NA,NA,NA,0,NA,4,1,1,NA
005013100,48,2,1,005010003,D,4,3,3,4,1,3,4,1,0,1
005010000,57,2,3,005010004,D,3,4,6,6,1,3,4,1,1,0
005010000,54,2,1,005010005,D,1,2,1,NA,1,2,2,1,0,NA
005013100,41,2,3,005013102,D,4,3,2,NA,1,4,2,1,1,NA
005030000,51,4,3,005030001,A,1,3,3,6,1,2,3,0,1,3
005034100,29,2,3,005030002,A,1,4,3,4,1,3,3,0,1,1
005030000,17,1,1,005030003,A,3,4,3,4,0,2,3,0,0,1
005030000,15,1,3,005030006,A,3,4,3,6,0,3,4,0,1,3
005034100,34,2,1,005034101,A,2,4,4,4,1,3,3,0,0,0
005044100,32,2,1,005040004,A,3,4,4,4,1,2,3,0,0,0
005044200,30,2,1,005040005,A,3,4,4,4,1,3,3,0,0,0
005040000,36,4,3,005043103,A,3,3,3,5,1,4,3,0,1,2
005044100,23,2,3,005044107,,2,NA,NA,NA,0,NA,3,0,1,NA
005044200,28,2,3,005044202,A,3,3,2,5,0,2,1,0,1,3
005050000,57,2,1,005050001,,2,NA,NA,NA,1,NA,2,1,0,NA
005050000,56,2,3,005050002,A,1,5,3,3,1,2,3,1,1,0
005050000,16,1,1,005050003,D,3,4,4,5,1,3,3,1,0,1
005060000,56,2,1,005060001,A,1,2,1,2,1,3,2,1,0,1
005060000,49,2,3,005060002,A,1,3,1,3,1,4,4,1,1,2
005060003,33,2,1,005060003,A,2,4,3,4,1,1,3,0,0,1
005064100,29,2,3,005060004,A,3,3,3,5,1,3,3,0,1,2
005060000,16,1,1,005060007,A,2,4,3,5,1,2,4,1,0,2
005064100,36,2,1,005064101,A,3,3,3,5,1,2,3,0,0,2
005060003,24,2,3,005065102,A,2,3,3,4,0,2,2,0,1,1
005070000,65,2,1,005070001,A,1,3,4,5,1,2,2,1,0,1
005070000,59,2,3,005070002,A,1,3,4,4,0,3,3,1,1,0
005080000,63,2,1,005080002,A,1,5,2,2,1,3,4,1,0,0
005080000,59,2,3,005080003,A,1,4,3,3,1,3,3,1,1,0
005090000,70,2,1,005090001,A,1,3,3,4,1,3,2,1,0,1
005090000,64,2,3,005090002,A,1,3,3,4,1,3,2,1,1,1
005090005,40,2,1,005090005,A,2,3,3,5,1,2,3,0,0,2
005090010,22,2,3,005090010,A,3,3,4,5,0,2,3,1,1,1
005090011,17,1,1,005090011,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
005090000,16,1,3,005090015,A,3,3,3,3,1,3,3,1,1,0
005094100,27,4,1,005094101,A,1,3,4,4,1,2,2,1,0,0
005090005,31,2,3,005095102,A,2,4,4,4,1,3,3,0,1,0
005090010,26,2,1,005095201,A,4,3,3,4,1,2,3,1,0,1
005100000,48,2,1,005100001,D,1,4,3,4,1,3,3,1,0,1
005100000,52,2,3,005100002,B,1,2,2,3,1,1,2,1,1,1
005104100,27,2,3,005100003,A,1,3,4,6,1,4,NA,0,1,2
005100000,21,1,1,005100005,A,1,4,1,1,1,4,2,1,0,0
005104100,27,2,1,005104101,A,1,4,1,6,1,4,4,0,0,5
005111100,48,2,1,005110003,A,2,4,4,5,1,3,4,0,0,1
005110000,59,2,1,005110004,A,1,5,3,3,1,3,2,1,0,0
005110000,54,2,3,005110005,A,1,3,4,4,1,2,2,1,1,0
005110000,26,2,3,005110006,A,3,4,4,5,0,2,3,1,1,1
005110000,32,2,1,005110008,A,3,3,3,4,1,2,3,1,0,1
005111100,44,2,3,005111102,A,1,3,3,4,1,3,3,0,1,1
005111100,16,1,3,005111104,A,3,4,4,5,1,2,4,0,1,1
005134100,44,2,3,005130002,D,3,3,4,5,0,3,3,0,1,1
005134100,24,1,1,005130003,A,2,4,2,6,1,2,3,0,0,4
005130000,78,2,3,005130005,A,1,3,3,3,0,3,3,1,1,0
005131200,31,2,1,005130006,,1,NA,NA,NA,1,NA,3,1,0,NA
005130008,19,2,1,005130008,A,3,3,3,5,1,2,3,0,0,2
005130000,19,1,3,005130012,A,4,4,4,6,1,2,3,1,1,2
005130000,22,1,1,005130013,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
005131200,35,2,3,005131203,A,1,4,3,3,1,2,3,1,1,0
005134100,52,2,1,005134101,D,3,3,3,3,1,3,2,0,0,0
005130008,19,2,3,005135102,A,3,4,3,4,0,3,3,0,1,1
005140000,68,2,1,005140001,A,1,2,1,2,1,4,4,1,0,1
005140000,63,2,3,005140002,A,1,4,2,2,1,3,2,1,1,0
005143100,40,2,3,005140003,A,1,1,3,4,1,4,2,0,1,1
005144100,32,2,3,005140005,A,3,3,3,5,0,2,3,0,1,2
005144200,30,2,3,005140006,A,3,3,3,4,0,2,3,0,1,1
005140007,28,2,1,005140007,A,3,3,2,4,1,2,4,1,0,2
005143100,39,2,1,005143101,,1,NA,NA,NA,1,NA,2,0,0,NA
005144100,32,2,1,005144101,D,3,3,2,3,1,3,3,0,0,1
005144200,32,2,1,005144201,,3,NA,NA,NA,1,NA,4,0,0,NA
005140007,28,2,3,005145103,A,3,3,4,4,1,2,4,1,1,0
005150000,45,2,1,005150001,A,3,3,3,4,1,3,3,0,0,1
005150000,44,2,3,005150002,D,3,4,3,4,1,3,3,0,1,1
005150000,17,1,1,005150003,A,3,4,4,6,0,2,4,0,0,2
005160000,54,2,1,005160001,A,1,3,2,4,1,2,2,1,0,2
005160000,51,2,3,005160002,A,1,3,2,3,1,3,2,1,1,1
005164100,32,2,3,005160003,A,2,3,3,4,1,2,3,1,1,1
005164200,30,2,3,005160004,A,NA,3,2,4,1,1,2,1,1,2
005160000,29,1,1,005160005,,1,NA,NA,NA,1,NA,3,1,0,NA
005160000,23,1,1,005160006,A,2,4,3,4,1,2,3,1,0,1
005160007,20,2,3,005160007,A,3,3,3,6,0,1,3,1,1,3
005164100,43,2,1,005164101,A,2,3,3,4,1,2,3,1,0,1
005164100,15,1,1,005164103,A,1,3,3,6,1,2,4,1,0,3
005164200,36,2,1,005164201,A,1,3,3,3,1,2,4,1,0,0
005160007,27,2,1,005165101,A,2,3,2,4,1,2,3,1,0,2
005170000,66,2,1,005170001,D,1,2,2,2,1,3,3,1,0,0
005170000,51,2,3,005170002,D,3,2,2,3,0,3,3,1,1,1
005174100,29,2,1,005170003,D,3,2,3,4,1,3,4,1,0,1
005170000,26,1,1,005170004,D,3,2,3,4,0,2,3,1,0,1
005174100,27,2,3,005174103,D,4,4,4,5,1,3,3,1,1,1
005180000,58,2,1,005180001,A,1,3,2,4,1,2,2,1,0,2
005180000,56,2,3,005180002,A,1,3,3,3,0,3,3,1,1,0
005180003,37,2,3,005180003,A,1,4,3,3,1,2,3,1,1,0
005180005,30,2,1,005180005,A,1,4,2,3,1,2,3,0,0,1
005180000,22,1,3,005180007,,3,NA,NA,NA,1,NA,3,1,1,NA
005180000,15,1,1,005180008,A,2,3,3,5,0,2,3,1,0,2
005180003,43,2,1,005185102,,3,NA,NA,NA,1,NA,3,1,0,NA
005180003,16,1,1,005185103,A,3,3,3,4,0,2,3,1,0,1
005180005,27,2,3,005185202,A,3,3,3,4,0,2,3,0,1,1
005200000,58,2,1,005200001,D,1,3,3,4,1,4,3,1,0,1
005200000,49,2,3,005200002,D,3,2,1,NA,1,3,2,1,1,NA
005200003,30,1,1,005200003,D,3,2,1,1,1,4,3,0,0,0
005200000,28,1,1,005200004,,2,NA,NA,NA,1,NA,3,1,0,NA
005200000,24,1,3,005200005,D,4,1,3,4,1,3,3,1,1,1
005200000,20,1,1,005200006,D,2,4,2,5,1,4,3,1,0,3
005200000,19,1,1,005200007,D,3,3,3,NA,0,2,2,1,0,NA
005200000,16,1,3,005200008,D,3,1,3,4,0,2,2,1,1,1
006010000,49,2,1,006010001,D,3,2,3,3,1,3,4,0,0,0
006010000,49,2,3,006010002,D,3,2,3,3,1,3,3,0,1,0
006010003,26,2,3,006010003,F,4,3,4,5,1,3,4,0,1,1
006010004,20,1,3,006010004,D,4,1,1,4,0,2,2,0,1,3
006010003,27,2,1,006015101,F,3,4,3,5,1,3,4,0,0,2
006020000,63,5,3,006020002,A,1,4,3,3,1,4,2,1,1,0
006030000,57,2,1,006030001,A,1,1,3,5,0,2,2,1,0,2
006030000,55,2,3,006030002,A,1,3,2,3,1,3,3,1,1,1
006034100,30,2,1,006030003,A,1,3,4,6,1,3,3,1,0,2
006034200,27,2,1,006030004,A,2,3,2,3,1,3,4,1,0,1
006030000,21,2,3,006030005,A,2,4,3,4,0,3,3,1,1,1
006030000,18,1,3,006030006,A,2,4,3,5,1,3,4,1,1,2
006030000,22,2,1,006030007,A,1,3,3,4,1,2,2,1,0,1
006034100,37,2,3,006034102,A,1,3,4,4,1,4,3,1,1,0
006034200,26,2,3,006034202,A,1,3,1,3,1,3,4,1,1,2
006040000,63,2,1,006040001,A,1,3,4,4,1,4,2,1,0,0
006040002,55,2,3,006040002,A,1,4,3,3,0,2,3,0,1,0
006043100,40,2,1,006040003,A,1,3,4,5,1,2,3,0,0,1
006041100,36,2,1,006040004,A,3,4,3,4,1,3,3,0,0,1
006044100,31,2,3,006040005,A,3,3,4,5,1,3,4,0,1,1
006041100,37,2,3,006041102,A,4,4,3,4,1,4,2,0,1,1
006043100,39,2,3,006043102,D,3,3,3,4,1,2,2,0,1,1
006043100,18,1,3,006043103,D,3,3,4,6,0,3,3,0,1,2
006043100,15,1,1,006043104,D,3,3,4,3,0,3,3,0,0,-1
006044100,35,2,1,006044101,D,3,2,2,3,1,1,3,0,0,1
006060001,57,2,1,006060001,D,2,3,2,2,1,3,4,0,0,0
006060001,54,2,3,006060002,D,1,4,1,2,1,3,4,0,1,1
006060001,25,1,1,006060003,D,3,4,3,4,1,4,4,0,0,1
006060000,47,2,1,006060004,D,2,3,3,5,1,3,3,0,0,2
006060000,44,2,3,006060005,D,2,3,2,3,0,2,2,0,1,1
006060007,22,1,3,006060007,D,4,4,1,5,1,2,3,0,1,4
006060007,18,1,1,006060008,D,4,4,3,4,0,3,3,0,0,1
006070000,55,2,1,006070001,A,1,3,3,4,1,3,3,0,0,1
006070000,53,2,3,006070002,A,1,2,3,4,1,2,3,0,1,1
006070000,27,1,1,006070003,A,2,4,2,2,1,3,3,0,0,0
006070000,26,1,1,006070004,A,3,4,4,5,1,3,2,0,0,1
006080000,55,2,1,006080001,D,1,4,3,1,1,3,3,0,0,-2
006080000,53,2,3,006080002,B,1,2,3,3,0,3,3,0,1,0
006084200,29,2,3,006080004,D,2,4,4,6,1,2,4,1,1,2
006080000,23,2,1,006080005,D,2,4,4,5,1,3,4,0,0,1
006080000,25,2,3,006080009,D,4,4,4,5,1,2,3,0,1,1
006084100,36,2,1,006084101,A,3,4,3,3,1,2,2,0,0,0
006084100,30,2,3,006084105,,2,NA,NA,NA,0,NA,2,0,1,NA
006084200,33,2,1,006084201,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
006090000,54,2,1,006090001,A,1,4,4,4,0,3,2,0,0,0
006090000,52,2,3,006090002,A,2,5,4,3,1,3,3,0,1,-1
006094100,29,2,3,006090003,A,3,3,4,5,0,2,3,0,1,1
006090004,27,2,3,006090004,A,3,3,4,4,0,2,4,0,1,0
006094200,25,2,1,006090005,A,4,4,3,4,1,2,4,0,0,1
006094100,31,2,1,006094101,A,1,4,4,5,1,4,4,0,0,1
006094200,25,2,3,006094202,A,4,4,4,4,0,3,3,0,1,0
006090004,30,2,1,006095101,A,2,4,4,5,1,4,4,0,0,1
006100001,57,2,1,006100001,A,1,3,2,3,1,4,3,1,0,1
006100000,53,2,3,006100002,A,1,3,3,3,1,2,2,0,1,0
006104100,34,2,1,006100003,A,5,3,3,4,1,3,3,0,0,1
006104200,33,1,1,006100004,A,2,4,2,2,1,3,3,0,0,0
006100005,28,1,1,006100005,A,4,3,4,5,1,2,3,0,0,1
006100001,17,1,1,006100006,A,3,4,2,3,1,3,4,1,0,1
006104100,26,2,3,006104102,A,2,3,3,4,1,2,3,0,1,1
006110000,64,5,3,006110002,A,1,4,3,4,0,4,3,1,1,1
006113100,40,2,1,006110003,A,3,4,4,5,1,3,2,0,0,1
006114100,31,2,3,006110005,A,3,4,3,5,1,2,3,0,1,2
006110000,46,2,1,006110006,A,2,3,3,4,1,3,3,1,0,1
006110000,46,2,3,006110007,A,2,3,3,4,1,3,3,1,1,1
006110000,22,1,1,006110008,A,3,4,3,3,1,2,4,1,0,0
006110000,18,1,3,006110009,A,3,3,3,5,0,2,3,1,1,2
006110000,15,1,1,006110010,A,2,4,3,4,1,2,2,1,0,1
006113100,35,2,3,006113102,A,2,4,3,6,0,2,2,0,1,3
006114100,15,1,1,006113103,A,3,3,4,4,0,2,3,0,0,0
006114100,32,2,1,006114101,A,3,3,5,6,1,2,3,0,0,1
006120000,56,2,1,006120001,D,2,3,4,5,0,2,2,0,0,1
006120000,52,2,3,006120002,A,1,4,5,NA,0,3,2,0,1,NA
006123100,35,2,3,006120003,D,2,4,4,NA,1,3,3,0,1,NA
006120005,18,2,1,006120005,A,2,3,4,5,1,3,3,1,0,1
006120006,20,2,3,006120006,D,2,3,2,NA,1,2,2,1,1,NA
006123100,38,2,1,006121104,A,1,3,3,4,1,2,3,0,0,1
006123100,16,1,3,006123103,A,3,2,4,5,0,2,2,0,1,1
006120005,18,2,3,006125103,A,3,4,3,NA,0,2,2,1,1,NA
006120006,20,2,1,006125204,A,2,3,2,3,1,3,2,1,0,1
006130000,31,2,3,006130004,D,3,4,3,3,1,3,3,1,1,0
006130000,33,2,1,006130005,D,4,3,4,5,1,3,3,1,0,1
006140000,55,5,3,006140002,D,2,2,4,5,1,2,3,0,1,1
006140003,35,2,1,006140003,D,2,4,3,3,1,3,3,0,0,0
006144100,34,2,3,006140004,D,3,4,2,5,0,2,3,0,1,3
006144100,33,2,1,006144101,D,3,3,2,5,1,3,3,0,0,3
006144200,25,3,3,006144202,D,3,2,3,4,1,2,3,0,1,1
006140003,27,2,3,006145102,M,4,2,3,5,0,3,3,0,1,2
006160000,66,5,3,006160002,A,1,3,5,NA,0,2,3,1,1,NA
006160000,17,1,1,006160005,A,3,4,3,5,1,2,3,1,0,2
006170000,60,2,1,006170001,S,1,3,3,3,1,3,2,1,0,0
006170000,57,2,3,006170002,S,1,3,2,2,1,3,2,1,1,0
006174100,37,2,1,006170003,S,3,2,3,4,1,2,3,0,0,1
006170005,28,2,3,006170005,S,2,4,5,5,0,3,3,1,1,0
006170000,26,1,1,006170006,S,3,3,3,4,1,2,3,1,0,1
006170000,20,1,1,006170008,S,2,3,3,3,1,2,3,1,0,0
006174100,34,2,3,006174102,A,3,4,3,5,0,3,3,0,1,2
006170005,25,2,1,006175101,A,2,4,3,5,1,3,4,1,0,2
006180000,35,1,1,006180003,D,1,2,2,3,1,2,1,0,0,1
006180000,26,1,1,006180004,,1,NA,NA,NA,1,NA,2,0,0,NA
006190000,53,2,1,006190001,S,1,3,3,NA,1,2,2,0,0,NA
006190000,52,2,3,006190002,A,1,4,3,1,0,3,2,0,1,-2
006190004,29,2,3,006190004,S,3,4,3,6,0,3,3,0,1,3
006190000,24,2,3,006190005,S,3,4,3,4,0,3,3,0,1,1
006193100,37,2,3,006190006,A,1,4,3,4,0,4,2,0,1,1
006190000,27,2,1,006190008,A,3,4,3,4,1,3,3,0,0,1
006193100,37,2,1,006193101,,1,NA,NA,NA,1,NA,3,0,0,NA
006193100,15,1,3,006193103,A,2,5,3,1,0,2,2,0,1,-2
006190004,32,2,1,006195101,A,3,4,4,5,1,2,4,0,0,1
006200000,64,2,1,006200001,S,2,4,3,3,0,3,4,1,0,0
006200000,60,2,3,006200002,,1,NA,NA,NA,0,NA,1,1,1,NA
006200003,36,2,1,006200003,S,2,2,1,2,0,3,3,0,0,1
006204100,33,2,3,006200004,S,3,3,3,4,0,3,3,0,1,1
006200000,21,2,3,006200005,A,3,3,2,2,0,2,3,1,1,0
006200000,23,2,1,006200006,,2,NA,NA,NA,1,NA,3,1,0,NA
006204100,32,2,1,006204101,A,3,3,2,5,0,2,3,0,0,3
006200003,35,2,3,006205102,S,3,5,3,4,0,3,3,0,1,1
007014100,64,5,3,007010001,D,1,2,5,5,1,4,2,1,1,0
007014100,39,2,1,007010002,D,2,3,2,3,1,3,3,1,0,1
007014100,35,2,3,007014102,D,3,4,3,5,1,3,3,1,1,2
007020000,72,5,3,007020001,D,1,4,2,2,1,3,1,1,1,0
007030000,66,5,3,007030002,D,1,3,3,4,1,2,2,1,1,1
007033100,39,2,3,007030003,D,3,3,3,4,1,3,2,1,1,1
007030005,32,2,3,007030005,D,3,3,2,3,1,3,2,1,1,1
007030000,42,2,1,007030006,D,3,2,1,2,1,3,2,1,0,1
007030000,30,2,3,007030007,D,3,2,3,4,1,3,3,1,1,1
007033100,42,2,1,007033101,D,3,3,3,4,1,2,3,1,0,1
007033103,15,1,1,007033103,E,2,3,3,NA,0,3,3,0,0,NA
007030005,34,2,1,007035101,,3,NA,NA,NA,1,NA,2,1,0,NA
007040000,69,5,3,007040002,D,2,4,4,1,0,3,3,1,1,-3
007040003,38,2,1,007040003,D,2,3,3,4,1,3,3,1,0,1
007260003,35,2,1,007040004,D,2,2,3,4,1,4,2,1,0,1
007040003,34,2,3,007045102,D,4,1,3,4,1,2,3,1,1,1
007050000,36,2,1,007050004,D,3,3,2,4,1,1,3,1,0,2
007050000,38,2,3,007050006,D,3,4,5,5,1,4,2,1,1,0
007060000,55,2,1,007060001,D,2,4,3,3,1,3,4,1,0,0
007060000,50,2,3,007060002,D,3,3,3,5,1,3,3,1,1,2
007064100,25,2,3,007060003,D,3,4,3,4,1,3,2,1,1,1
007064200,23,2,3,007060004,D,3,3,4,6,1,3,3,1,1,2
007060005,19,1,1,007060005,D,3,2,4,5,0,3,3,0,0,1
007060006,16,1,1,007060006,D,2,4,2,5,0,3,4,0,0,3
007064100,25,2,1,007064101,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
007070000,78,5,3,007070002,D,1,2,2,NA,0,3,2,1,1,NA
007072100,41,2,1,007070003,D,3,3,3,4,1,3,4,1,0,1
007072100,42,2,3,007072102,A,1,3,2,4,1,2,2,1,1,2
007080001,72,2,1,007080001,A,1,3,1,1,1,3,4,1,0,0
007080000,38,2,3,007080003,A,3,2,4,5,1,2,2,0,1,1
007080000,40,2,1,007080004,A,1,4,3,6,1,3,2,0,0,3
007080000,15,1,1,007080005,A,3,5,3,6,1,3,3,0,0,3
007080001,42,2,3,007085102,A,3,2,3,NA,1,2,2,1,1,NA
007090000,57,5,3,007090001,,1,NA,NA,NA,1,NA,2,1,1,NA
007090002,38,2,1,007090002,D,3,4,2,NA,1,4,4,1,0,NA
007090002,34,2,3,007090005,D,2,4,2,3,1,4,3,1,1,1
007100000,72,5,3,007100002,D,1,2,2,NA,1,2,1,1,1,NA
007110000,43,2,1,007110004,D,3,3,2,3,1,3,3,1,0,1
007110000,42,2,3,007110005,D,3,3,4,5,1,4,2,1,1,1
007120000,94,5,3,007120002,,1,NA,NA,NA,0,NA,2,1,1,NA
007130000,47,2,1,007130001,D,2,4,2,2,1,2,2,1,0,0
007130000,47,2,3,007130002,D,2,3,2,3,1,4,2,1,1,1
007130004,30,2,3,007130004,D,3,3,3,3,1,3,3,1,1,0
007130000,19,1,3,007130005,D,3,2,3,4,1,2,3,1,1,1
007130006,17,1,1,007130006,D,3,3,4,4,0,3,3,0,0,0
007130004,31,2,1,007135101,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
007140000,61,2,1,007140001,D,2,3,4,4,1,3,2,1,0,0
007140000,65,2,3,007140002,D,3,3,5,5,1,3,3,1,1,0
007143100,32,2,3,007140004,D,4,3,3,6,1,3,3,0,1,3
007141100,27,1,1,007140005,D,4,4,4,5,1,4,3,0,0,1
007143100,34,2,1,007143108,D,3,3,4,5,1,3,3,0,0,1
007150000,74,5,3,007150002,D,1,4,2,3,1,3,3,1,1,1
007150000,40,1,1,007150003,D,2,2,2,3,1,3,3,1,0,1
007150000,43,5,3,007150004,D,3,3,2,3,1,3,3,1,1,1
007150005,19,1,3,007150005,D,4,3,3,4,1,3,3,0,1,1
007150000,18,1,3,007150006,D,3,3,3,4,1,3,4,1,1,1
007160000,58,2,1,007160001,D,1,3,4,2,1,3,4,1,0,-2
007160000,57,2,3,007160002,D,1,2,3,2,1,3,2,1,1,-1
007163100,32,2,3,007160004,D,3,4,4,5,0,3,2,0,1,1
007160006,27,2,1,007160006,D,3,2,3,4,1,2,2,0,0,1
007164100,24,2,3,007160007,D,3,4,3,5,0,3,2,0,1,2
007163100,31,2,1,007163107,D,2,2,1,1,1,4,4,0,0,0
007160006,25,2,3,007165102,D,3,4,3,5,1,3,3,0,1,2
007180000,62,2,1,007180001,D,1,4,4,5,1,3,2,1,0,1
007180000,60,2,3,007180002,D,1,4,3,NA,1,3,3,1,1,NA
007180003,34,2,1,007180003,D,1,3,3,4,1,3,4,1,0,1
007180004,32,2,3,007180004,D,3,2,3,NA,1,3,2,1,1,NA
007180000,26,1,1,007180005,D,3,4,3,4,1,3,3,1,0,1
007180007,22,1,1,007180007,D,3,3,3,5,1,2,3,0,0,2
007184100,37,2,3,007180009,D,3,4,3,2,0,3,2,0,1,-1
007184100,37,2,1,007184101,D,3,4,3,3,1,3,3,0,0,0
007180003,22,2,3,007185102,D,3,4,4,5,0,2,3,1,1,1
007180004,34,2,1,007185203,D,3,3,2,1,1,3,2,1,0,-1
007200000,61,2,1,007200001,D,NA,3,3,5,1,3,2,1,0,2
007200000,59,2,3,007200002,D,2,1,3,3,1,3,2,1,1,0
007200000,33,1,3,007200003,D,1,2,4,5,1,3,2,1,1,1
007120000,63,2,1,007202101,D,4,3,3,NA,1,0,2,1,0,NA
007120000,48,2,3,007202102,D,3,3,4,2,1,3,2,1,1,-2
007220000,51,2,1,007220001,D,2,3,2,2,1,3,3,1,0,0
007220000,47,2,3,007220002,D,3,3,2,2,1,3,2,1,1,0
007224100,22,1,3,007220003,D,4,3,3,5,0,3,3,0,1,2
007220004,16,1,1,007220004,D,3,3,3,4,0,3,3,0,0,1
007230000,70,5,3,007230002,,2,NA,NA,NA,1,NA,2,1,1,NA
007233100,45,2,1,007230003,D,3,3,4,2,1,3,2,1,0,-2
007230000,35,2,1,007230004,D,3,3,1,NA,1,2,2,1,0,NA
007230006,29,2,3,007230006,D,3,4,2,3,1,3,3,0,1,1
007230000,28,2,3,007230010,D,3,4,4,NA,1,3,3,1,1,NA
007233100,41,2,3,007233102,D,3,2,3,2,1,3,2,1,1,-1
007233103,17,1,1,007233103,D,3,4,3,5,1,4,2,0,0,2
007233103,15,1,1,007233104,D,2,3,2,5,0,3,2,0,0,3
007230006,37,2,1,007235101,D,2,2,1,1,1,3,2,0,0,0
007240000,61,5,3,007240002,D,1,3,1,3,1,3,2,1,1,2
007240003,34,2,1,007240003,D,3,2,2,4,1,3,3,0,0,2
007240000,30,1,1,007240004,D,2,3,2,2,1,3,3,1,0,0
